curr_dens,Volts_tot,Temp_tot,t_tot,SOC_tot
-22.3546441642289,3.9023718115481,273,0,74
-22.3546441642289,3.90202250089827,273.002658501311,0.5,73.989378182516
-22.3546441642289,3.90169341197407,273.005482667059,1,73.978756365032
-22.3546441642289,3.9013765468076,273.008339364402,1.5,73.9681345475481
-22.3546441642289,3.90106869078893,273.011223787,2,73.9575127300641
-13.1779828921813,3.91924424980328,273.012650271343,2.5,73.9512512065946
-13.1779828921813,3.91908713412998,273.014020327578,3,73.944989683125
-13.1779828921813,3.918930786626,273.015394004332,3.5,73.9387281596555
-13.1779828921813,3.9187760431429,273.016772096664,4,73.9324666361859
-13.1779828921813,3.91862317821427,273.018154906331,4.5,73.9262051127164
-13.1779828921813,3.91847224114866,273.019542455542,5,73.9199435892468
-13.1779828921813,3.91832322401464,273.020934700457,5.5,73.9136820657773
-13.1779828921813,3.91817608022475,273.022331525616,6,73.9074205423077
25.2001294455257,3.99564748184589,273.02245383966,6.5,73.9193943931808
25.2001294455257,3.99606846597067,273.022479628758,7,73.9313682440539
25.2001294455257,3.9964709412779,273.022558786162,7.5,73.9433420949269
25.2001294455257,3.99686014578538,273.0226850441,8,73.9553159458
25.2001294455257,3.99723834260567,273.022856248408,8.5,73.9672897966731
25.2001294455257,3.99760729770108,273.023069398123,9,73.9792636475461
-16.3100888461899,3.91402852800256,273.024560588082,9.5,73.9715139027683
-16.3100888461899,3.91376593994674,273.026251733053,10,73.9637641579905
-41.4229138649314,3.86351393996447,273.03341899644,10.5,73.9440820450704
-41.4229138649314,3.86289761042128,273.04090694482,11,73.9243999321504
-41.4229138649314,3.86230145768065,273.048512072712,11.5,73.9047178192303
-41.4229138649314,3.86172060367678,273.05622037039,12,73.8850357063103
-41.4229138649314,3.86115263707645,273.064024468862,12.5,73.8653535933903
-41.4229138649314,3.8605960504845,273.071919121309,13,73.8456714804702
-41.4229138649314,3.86005049132886,273.0799065343,13.5,73.8259893675502
-41.4229138649314,3.8595135392429,273.087969457282,14,73.8063072546301
7.75831574560773,3.95778435541609,273.087710127777,14.5,73.8099936212405
7.75831574560773,3.95800860624811,273.087116029878,15,73.8136799878508
7.75831574560773,3.95821296488832,273.086516612271,15.5,73.8173663544612
7.75831574560773,3.95840466289691,273.085915531093,16,73.8210527210715
7.75831574560773,3.95858615054676,273.085314585023,16.5,73.8247390876818
-27.7696835449019,3.88710274540823,273.089165128693,17,73.8115443122233
-27.7696835449019,3.8867383227696,273.093290745099,17.5,73.7983495367648
-27.7696835449019,3.8863886537057,273.097468525575,18,73.7851547613063
-27.7696835449019,3.88604850943165,273.101686661497,18.5,73.7719599858478
-27.7696835449019,3.88571629043086,273.105942596102,19,73.7587652103893
-27.7696835449019,3.88539032166337,273.110230965945,19.5,73.7455704349308
-27.7696835449019,3.88507037630873,273.114552504547,20,73.7323756594723
-27.7696835449019,3.88475537907978,273.118902477289,20.5,73.7191808840138
20.7987836422155,3.98248165774307,273.1184143474,21,73.7290634337924
20.7987836422155,3.98288941180432,273.11770046781,21.5,73.7389459835711
-7.31335022240924,3.92645298770997,273.118066548753,22,73.7354710424945
-7.31335022240924,3.92641560847562,273.118557963528,22.5,73.7319961014179
-7.31335022240924,3.92638060367569,273.11904914858,23,73.7285211603413
-7.31335022240924,3.9263459134296,273.119538748589,23.5,73.7250462192647
-7.31335022240924,3.92631084620194,273.120026239893,24,73.7215712781881
-7.31335022240924,3.9262751715914,273.120511527236,24.5,73.7180963371115
-7.31335022240924,3.92623881058874,273.120994610627,25,73.7146213960349
4.24180121181775,3.94958635540698,273.120504078711,25.5,73.7166368894574
20.9798131399636,3.98350421425356,273.119878880815,26,73.7266054554692
20.9798131399636,3.9838707801112,273.119227557391,26.5,73.7365740214809
20.9798131399636,3.98422325105128,273.11860949252,27,73.7465425874927
20.9798131399636,3.98456527968238,273.118021155686,27.5,73.7565111535045
20.9798131399636,3.98489802759752,273.117462875693,28,73.7664797195162
20.9798131399636,3.98522260039622,273.116933932386,28.5,73.776448285528
20.9798131399636,3.98554058445531,273.116430521898,29,73.7864168515398
20.9798131399636,3.98585120794787,273.115957590768,29.5,73.7963854175515
22.9435285172411,3.99010211316883,273.115629667757,30,73.8072870436547
-15.305882195877,3.91322637666096,273.116827113247,30.5,73.8000144480401
-15.305882195877,3.91298390604821,273.118215053169,31,73.7927418524254
-15.305882195877,3.91275600695076,273.119622530629,31.5,73.7854692568107
-2.70796379895386,3.93796009418592,273.119592329273,32,73.7841825668051
-2.70796379895386,3.93793635302,273.119492238464,32.5,73.7828958767995
-2.70796379895386,3.93791217764051,273.119392492063,33,73.7816091867939
-2.70796379895386,3.93788842507392,273.119292686229,33.5,73.7803224967882
-2.70796379895386,3.93786527906681,273.11919341963,34,73.7790358067826
-2.70796379895386,3.93784276881652,273.119094987428,34.5,73.7777491167769
-2.70796379895386,3.93782093577784,273.118997005918,35,73.7764624267713
-2.70796379895386,3.93779979113964,273.118899730873,35.5,73.7751757367657
-2.80891535126369,3.93757505134022,273.118811167079,36,73.7738410795924
-2.80891535126369,3.93755339165646,273.118723645992,36.5,73.7725064224192
-2.80891535126369,3.9375322173182,273.118636669532,37,73.771171765246
-2.80891535126369,3.93751148940751,273.118550213623,37.5,73.7698371080727
-2.80891535126369,3.93749116401787,273.118464275672,38,73.7685024508995
-2.80891535126369,3.93747123913237,273.118378914913,38.5,73.7671677937262
-2.80891535126369,3.93745167370949,273.118294097899,39,73.765833136553
-2.80891535126369,3.93743228415067,273.118209578619,39.5,73.7644984793798
