curr_dens,Volts_tot,Temp_tot,t_tot,SOC_tot
-7.33908003929177,3.57255213509921,291,0,11
-7.33908003929177,3.57241348802218,291.001857860359,0.5,10.9965128333914
0.0488888526868312,3.58934256022977,291.001912414527,1,10.9965360629479
-14.2420538584246,3.55622327473482,291.005799689205,1.5,10.9897689457632
-15.0062978647047,3.55417462022302,291.010071856947,2,10.9826386977549
-15.635959724364,3.55242838326514,291.014553747326,2.5,10.9752092656799
6.38508478482113,3.60307857415531,291.013293125415,3,10.9782431410887
-2.27588520341904,3.58333446410063,291.013747181206,3.5,10.9771617533884
-23.7782688296489,3.53317335063211,291.020920178799,4,10.9658635001155
22.7716669910794,3.6395421396801,291.017223909956,4.5,10.9766834661506
-14.9352730207363,3.55389903129623,291.021115284356,5,10.9695869656233
-15.4155392929784,3.55250150746666,291.025504977573,5.5,10.9622622663982
-17.9659342547133,3.54625246595982,291.030743738851,6,10.953725746059
19.7854987974531,3.63255440056893,291.027290388812,6.5,10.963126833167
-10.2703980076011,3.56430709002308,291.029759290832,7,10.9582468497362
-7.98461832541548,3.56944718785856,291.031840337847,7.5,10.9544529553709
9.38466115040303,3.60926453894771,291.029878210757,8,10.9589120806048
-32.2978869132632,3.51252811513145,291.040292262338,8.5,10.9435657276327
-26.2649661464328,3.52609691873066,291.048726831518,9,10.9310859192054
-27.4196015736099,3.52288352673249,291.057550262793,9.5,10.9180574853257
-71.1152841100901,3.41927389059208,291.089043187367,10,10.8842670316469
14.7408885008238,3.6189093703657,291.086774728192,10.5,10.8912711702973
-58.7811613628175,3.44723309970695,291.110422983554,11,10.8633412796265
-59.9241314087271,3.4432725124555,291.135692299797,11.5,10.8348683063135
13.1407072341103,3.61363138301689,291.133369284383,12,10.8411121182402
7.56737218068679,3.60123990274664,291.13124646009,12.5,10.8447077579447
14.681771944445,3.61759384880984,291.127904146212,13,10.8516838073414
24.0841509602785,3.63887062625139,291.123277481385,13.5,10.8631274006224
-55.3644410888646,3.45441099335081,291.144826474236,14,10.8368209658598
-27.4460831679352,3.51939234576882,291.153949836458,14.5,10.8237799492407
2.55667865620486,3.58928290670839,291.153250031718,15,10.8249947560545
34.882456343841,3.66157560773712,291.14776996327,15.5,10.8415691681523
-4.3213389228722,3.57411826489563,291.148198843784,16,10.8395158823568
-5.03141876317518,3.57241341929655,291.149138712236,16.5,10.8371252018613
25.5525983661788,3.64183160820751,291.144485237726,17,10.849266528473
2.08107969632902,3.58933778806078,291.143406843232,17.5,10.8502553542643
-17.8833803930855,3.5428093983815,291.148212686254,18,10.8417580594231
-17.3549677248104,3.54372784144746,291.153044479316,18.5,10.8335118400578
24.2390993391925,3.63889622567682,291.148641411208,19,10.8450290571186
-19.3173320098535,3.53930074006306,291.153746489963,19.5,10.8358504196338
-46.6419931693843,3.4742883107759,291.171018279544,20,10.8136884592422
-4.73390103169364,3.57230362469201,291.172322759113,20.5,10.8114391444074
-0.0388636677552032,3.58317050333833,291.171930530604,21,10.8114206783212
5.4097399366727,3.59578061634234,291.170258405685,21.5,10.813991118263
28.5878162399375,3.64791490582598,291.165161862003,22,10.8275746297756
-19.4060708503636,3.53857915202645,291.170231258695,22.5,10.8183538279977
6.79746908080428,3.59930420267572,291.168478186156,23,10.8215836479581
-20.9612784735036,3.53470877330053,291.174278374163,23.5,10.8116238887
19.5493161164777,3.62795954344889,291.170405084906,24,10.8209127535194
1.12841952335358,3.5864246144415,291.169520587305,24.5,10.8214489224753
-20.3110292312677,3.53631078796993,291.175127880761,25,10.8117981293864
-18.3435287643648,3.54057562849817,291.180268567457,25.5,10.8030821948756
3.98021554281404,3.59238866314243,291.179067284678,26,10.8049733957702
-27.8984148010499,3.51776335953679,291.187537797828,26.5,10.7917174536075
-11.6796945199192,3.55553570739814,291.190570655141,27,10.786167842415
-15.9284757721755,3.54534601957209,291.194788520049,27.5,10.7785994212311
-25.6242800477356,3.5221407853687,291.202575125692,28,10.7664240350418
-6.60718315187282,3.56653895720584,291.204061240361,28.5,10.7632846295112
12.4204282904038,3.61041475581163,291.201007336443,29,10.7691862006301
-9.90695313619763,3.5589964266172,291.203063386593,29.5,10.764478908165
-1.11066935152734,3.5794050083767,291.202906074438,30,10.7639511732098
-26.8813368254344,3.51874641137176,291.211016866132,30.5,10.7511784960252
52.4611482255394,3.6966062760006,291.20547582066,31,10.7761054301047
-69.6611497982315,3.41778993877158,291.235221253301,31.5,10.7430059088846
-2.08280704929305,3.57644464454195,291.235999262219,32,10.742016262341
11.7569381099334,3.6083470694189,291.232926105428,32.5,10.747602575854
-13.1292025660187,3.55081323541238,291.235907741471,33,10.7413642303746
18.8637715386627,3.62444598277011,291.231830973183,33.5,10.750327358433
-7.77768862864481,3.56356836377847,291.23312253627,34,10.74663178679
29.8977530831845,3.64908229099418,291.227830217563,34.5,10.7608377152807
-2.50328046474842,3.57635706499815,291.227607346307,35,10.7596482806374
0.860332624562057,3.58413778984559,291.226824963142,35.5,10.7600570680037
22.1991713367801,3.6326711803507,291.222249775836,36,10.7706050125159
-11.2215607736674,3.55640142718733,291.224535354359,36.5,10.7652730837432
-1.05656930421977,3.57994930516052,291.224310647912,37,10.7647710544456
-25.7728652953082,3.52183896525348,291.231864296063,37.5,10.7525250679206
-5.14271873610663,3.56996442134997,291.232847767798,38,10.7500815032016
-35.7322314891259,3.49761220952797,291.244639951005,38.5,10.7331033201277
-20.2618654975091,3.53363933153065,291.250527399566,39,10.7234758872051
-6.03632879813406,3.56681595260064,291.251665318261,39.5,10.7206077233329
